平水韵韵部,声调,词林正韵部,潮汕音韵母,此韵母归此韵的字,同读此韵母但不属此韵的字,韵母匹配度
十一陌,入声,第十七部,iat,虢磔,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜唧即恝揭孑…,2/153
十一陌,入声,第十七部,ioh,鼫摭,呎得角腳脚淖挈雀若弱箬蓆藥药叶頁页葉約约着質质鑕著,2/27
十一陌,入声,第十七部,iok,涑却,隩畜搐觸触矗戳促馥寂腳脚匊掬鞠鞫局侷菊跼覺觉可克刻氪六陸陆淥…,2/147
十一陌,入声,第十七部,it,鹡蹐鲫瘠,筆笔必苾蓽荜嗶哔鉍铋觱篳筚蹕跸癟瘪叱熾炽得鍀锝迭昳佛蝠嫉鶺鯽…,4/99
十一陌,入声,第十七部,o,嚄划,阿襖袄薄保寶宝抱報报陂波玻菠播嶓跛簸啵糙曹槽草初鋤锄楚礎础搓…,2/384
十一陌,入声,第十七部,ok,柏佰舶啯百白槭帼蝈索莫掴帛,雹薄暴㩧㿺鉑铂箔礴卜啵蔔醭簿亍齪龊蔟簇蹙蹴纛督毒獨独匵瀆渎櫝…,13/296
十一陌,入声,第十七部,ou,斁,煲哺補补布步部埠踄簿愁廚厨觕湊凑腠輳辏粗醋都唗兜篼抖枓陡蚪斗…,1/338
十一陌,入声,第十七部,u,厝诉,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,2/726
十一陌,入声,第十七部,ua,画划,貝贝播簸大帶带舵蓋盖歌呱瓜卦挂掛罣罫褂禾何和龢花華华嘩哗鏵铧…,2/116
十一陌,入声,第十七部,uak,获,郭崞椁槨漷穫蠖鑊镬廓擴扩彍𭚦蜀朔搠蒴槊塑溯嗍矱濁浊濯數孑獲,1/30
十一陌,入声,第十七部,ueh,砉,恶惡刮郭𰉗劃噦哕沫詖诐缺闕阙闋阕刷唰涮說说襪袜物血月刖畫𠱀,1/30
十一陌,入声,第十七部,uek,疫获役划,嘓國国劃或惑獲湨域撮嘬玨珏瑴潑鈸末茇綴裰刖說曰斡粵越樾鉞勃孛…,4/88
十二锡,入声,第十七部,ang,愓,骯肮昂邦梆浜幫帮綁绑榜膀蚌棒傍蒡稖磅謗谤崩繃绷甏蹦倉仓蒼苍滄…,1/523
十二锡,入声,第十七部,eh,苈栎,嗌掰白百佰柏伯帛擘冊册策奼姹仛厄阨扼軛轭挌革格隔嗝搿膈骼鎘镉…,2/87
十二锡,入声,第十七部,ek,皪的幂菂甓逖涤嫡鬲觋觅雳檄戚倜霹踢析晰适狄劈镝敌砾轹击剔激寂淅摘历汨滴惕沥枥壁笛阋翟荻趯锡蜥溺呖绩迪,隘白百佰柏薄北逼愎煏愊碧薜璧襞伯帛舶擘卜蔔冊册側侧策廁厕測测…,50/425
十二锡,入声,第十七部,i,的郦霓阋,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,4/960
十二锡,入声,第十七部,iah,籴,璧拆赤糴蝶額额屐脊迹跡蹟揭訐讦劇剧掠癖辟僻峭雀食錫席隙歇削役…,1/44
十二锡,入声,第十七部,iak,趯,杓蘗綽绰菔皭爵嚼撂掠略淖臬鎳镍虐瘧疟怯卻却雀鵲鹊若弱婼蒻箬篛…,1/65
十二锡,入声,第十七部,iam,焱,覘觇幨嬋婵蟬蝉蟾諂谄敁掂踮點点坫店玷惦扂墊垫簟鞥尖兼蒹緘缄縑…,1/214
十二锡,入声,第十七部,iang,愓,昌倀伥菖猖娼閶阊鯧鲳長长萇苌常徜場场腸肠嘗尝嫦嚐償偿鱨鲿昶敞…,1/262
十二锡,入声,第十七部,iau,吊溺,詏𬣦杓標标膘瀌瘭鏢镖驃骠飆飙飈飚鑣镳表婊裱錶俵鰾鳔超晁朝嘲潮…,2/414
十二锡,入声,第十七部,iok,妯,隩畜搐觸触矗戳促馥腳脚匊掬鞠鞫局侷菊跼覺觉可克刻氪六陸陆淥渌…,1/146
十二锡,入声,第十七部,iu,臭,彪滮抽犨仇惆酬稠愁裯綢绸儔俦幬帱疇畴籌筹躊踌讐讎雠丑瞅醜稻丟…,1/326
十二锡,入声,第十七部,ok,觌泺,白百佰柏雹薄暴㩧㿺帛舶鉑铂箔礴卜啵蔔醭簿亍齪龊蔟簇蹙蹴纛督毒…,2/298
十二锡,入声,第十七部,u,鵙,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,1/726
十二锡,入声,第十七部,ueh,砉,恶惡刮郭𰉗划劃噦哕沫詖诐缺闕阙闋阕刷唰涮說说襪袜物血月刖畫𠱀,1/31
十二锡,入声,第十七部,urt,吃,仡圪疙紇纥嚙啮齧囓乞迄契訖讫汔屹,1/17
十二锡,入声,第十七部,ut,汩,不鈈钚出齣怵黜猝咄柮飿饳芾沸弗佛拂茀彿怫氟祓艴紱绂紼绋髴黻骨…,1/114
十三职,入声,第十七部,ai,劾塞,哎哀埃挨唉捱皚皑矮藹蔼靄霭艾砹隘𱐿噯嗳嬡嫒𡟓礙碍岸捭擺摆襬拜…,2/355
十三职,入声,第十七部,ak,洫,雹暴爆㩧剝剥亳博搏駁驳膊戳錯错毒獨独讀读度踱鐸铎恶堊垩鄂惡萼…,1/190
十三职,入声,第十七部,au,冒,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,1/491
十三职,入声,第十七部,ek,恻匿拭鷘愊臆穑饰特值赩力仄翼栻则得昃贼默式亟熄色墨职蚀弋北轼棘忆愎黑恧仂殖慝啬亿翊勒稷德抑侧息刻测肋殛湜敕崱翌识稙泐极植逼塞屴陟埴食饬织直忒,隘白百佰柏薄煏碧薜壁璧襞伯帛舶擘卜蔔冊册側策廁厕測惻拆坼尺呎…,70/421
十三职,入声,第十七部,i,亟嶷意识,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,4/960
十三职,入声,第十七部,iat,即唧,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜虢恝揭孑拮…,2/153
十三职,入声,第十七部,iok,克刻,隩畜搐觸触矗戳促馥寂腳脚匊掬鞠鞫局侷菊跼覺觉可氪六陸陆淥渌逯…,2/146
十三职,入声,第十七部,ip,涩,給给圾芨緝缉及岌汲笈急級级疾戢集蒺楫蕺輯辑立笠粒泣葺入澀歙什…,1/62
十三职,入声,第十七部,it,鲫,筆笔必苾蓽荜嗶哔鉍铋觱篳筚蹕跸癟瘪叱熾炽鍀锝迭昳佛蝠嫉瘠蹐鶺…,1/88
十三职,入声,第十七部,ok,冒国副惑蜮菔伏幅棫或匐,白百佰柏雹薄暴㩧㿺帛舶鉑铂箔礴卜啵蔔醭簿亍齪龊蔟簇蹙蹴纛督毒…,11/298
十三职,入声,第十七部,u,副,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,1/726
十三职,入声,第十七部,uek,惑域或,嘓啯國划劃獲获湨役疫撮嘬玨珏瑴潑鈸末茇綴裰刖說曰斡粵越樾鉞勃…,3/88
十三职,入声,第十七部,ur,食,差車车哧茌遲迟除鋤锄呲疵跐茨祠瓷詞词慈磁雌糍辭辞鶿鹚鷀此泚次…,1/308
十四缉,入声,第十七部,ap,什靸,凹插扱鍤锸耷搭嗒褡沓剳答溚瘩呷蓋盖鴿鸽蛤合佮頜颌郃盍盒闔阖甲…,2/117
十四缉,入声,第十七部,ek,蛰,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,1/425
十四缉,入声,第十七部,i,什,稗陂卑背悲碑被備备鞁憊惫鞴賁贲屄腟鼻匕疕比妣彼秕俾鄙魮𱇒庇畀…,1/960
十四缉,入声,第十七部,iam,厌,覘觇幨嬋婵蟬蝉蟾諂谄敁掂踮點点坫店玷惦扂墊垫簟鞥尖兼蒹緘缄縑…,1/214
十四缉,入声,第十七部,iap,廿,臿插堞喋牒碟蝶蹀諜谍疊叠浹浃裌夹夾郟郏莢荚袷蛺蛱鋏铗頰颊接劫…,1/128
十四缉,入声,第十七部,iok,煜,隩畜搐觸触矗戳促馥寂腳脚匊掬鞠鞫局侷菊跼覺觉可克刻氪六陸陆淥…,1/147
十四缉,入声,第十七部,iong,龙,冲充沖忡茺翀舂衝憧艟崇蟲虫寵宠銃铳蓯苁樅枞從从叢丛弓供恭躬宮…,1/184
十四缉,入声,第十七部,ip,缉什揖习给汲拾翕隰蕺及辑湿歙戢汁笈集泣褶执粒吸悒级葺邑岌圾笠絷立急入浥熠十芨袭挹,給緝級疾蒺楫輯澀涩溼濕熻習嶍鰼鳛襲折摺執縶嫉,40/62
十四缉,入声,第十七部,ng,什,榜本甭倉仓艙舱長长腸肠川穿傳传瘡疮牀床創创刺邨村當当鐺铛荡盪…,1/163
十四缉,入声,第十七部,ur,什,差車车哧茌遲迟除鋤锄呲疵跐茨祠瓷詞词慈磁雌糍辭辞鶿鹚鷀此泚次…,1/308
十五合,入声,第十九部,a,拉,阿錒锕啊拗詏𬣦巴扒叭芭疤粑豝把靶爸耙罷罢霸壩坝灞欛吧骲飽饱趵…,1/240
十五合,入声,第十九部,ah,邋趿,瓣臿插鍤锸打疊叠蓋哈鉿铪佮餄饸甲岬胛鉀钾接截卡客垃剌瘌辣臘蠟…,2/62
十五合,入声,第十九部,ai,盖,哎哀埃挨唉捱皚皑矮藹蔼靄霭艾砹隘𱐿噯嗳嬡嫒𡟓礙碍岸捭擺摆襬拜…,1/355
十五合,入声,第十九部,ak,姶拓,雹暴爆㩧北剝剥亳博搏駁驳膊戳錯错毒獨独讀读度踱鐸铎恶堊垩鄂惡…,2/196
十五合,入声,第十九部,ap,鸽纳靸卅瞌阖溘噆塔遢杂蜡搕衲盒腊榼踏塌飒盍匝錔闸搭嗒沓蹋合答郃遝磕褡蛤榻嗑,凹插扱鍤锸耷剳溚瘩呷蓋鴿佮頜颌闔圾集甲岬胛臘蠟鑞立笠獵猎躐鬣…,37/123
十五合,入声,第十九部,iak,怯,杓蘗綽绰菔皭爵嚼撂掠略淖臬鎳镍虐瘧疟卻却雀鵲鹊若弱婼蒻箬篛勺…,1/65
十五合,入声,第十九部,iam,腌,覘觇幨嬋婵蟬蝉蟾諂谄敁掂踮點点坫店玷惦扂墊垫簟鞥尖兼蒹緘缄縑…,1/214
十五合,入声,第十九部,iap,业邺喋袷劫胁,臿插堞牒碟蝶蹀諜谍疊叠浹浃裌夹夾郟郏莢荚蛺蛱鋏铗頰颊接捷婕睫…,6/129
十五合,入声,第十九部,ip,笈浥,給给圾芨緝缉及岌汲急級级疾戢集蒺楫蕺輯辑立笠粒泣葺入澀涩歙什…,2/62
十五合,入声,第十九部,o,漯,阿襖袄薄保寶宝抱報报陂波玻菠播嶓跛簸啵糙曹槽草初鋤锄楚礎础搓…,1/385
十五合,入声,第十九部,ok,阁,白百佰柏雹薄暴㩧㿺帛舶鉑铂箔礴卜啵蔔醭簿亍齪龊蔟簇蹙蹴纛督毒…,1/299
十五合,入声,第十九部,u,胠,煲烳逋晡捕哺補补布步佈怖部埠簿肏誧𰵩䯙初樗除芻刍滁蜍鋤锄廚厨…,1/726
十五合,入声,第十九部,ua,匝,貝贝播簸大帶带舵蓋歌呱瓜卦挂掛罣罫褂禾何和龢花華华嘩哗鏵铧驊…,1/115
十六叶,入声,第十九部,ah,邋擸,瓣臿插鍤锸搭褡沓打疊蓋盖哈鉿铪合佮袷餄饸甲岬胛鉀钾截卡客垃剌…,2/69
十六叶,入声,第十九部,ap,馌鬣躐猎,凹插扱鍤锸耷搭嗒褡沓剳答溚瘩呷蓋盖鴿鸽蛤合佮頜颌郃盍盒闔阖圾…,4/122
十六叶,入声,第十九部,ek,极,隘白百佰柏薄北逼愎煏愊碧薜壁璧襞伯帛舶擘卜蔔冊册側侧策廁厕測…,1/426
十六叶,入声,第十九部,iam,慊厌捻魇,覘觇幨嬋婵蟬蝉蟾諂谄敁掂踮點点坫店玷惦扂墊垫簟鞥尖兼蒹緘缄縑…,4/214
十六叶,入声,第十九部,iap,滠歃牒堞颊摄镊倢箧婕蹑叶侠捷睫贴接嗫捻靥叠詟帖霎蛱浃惬涉挟铗妾烨协夹谍燮躞慑箑苶鍱荚蹀喋蝶聂,臿插碟諜疊浹裌夾郟郏莢袷蛺鋏頰劫粒廿捏揑涅隉陧湼聶囁躡鑷顳颞…,46/128
十六叶,入声,第十九部,iat,折辄,憋徶鱉鳖別别彆癶掣撤徹彻澈抶跌迭耊垤昳瓞耋絰绖鱖鳜虢唧即恝揭…,2/153
十六叶,入声,第十九部,ip,褶楫歙拾折笈岌,給给圾芨緝缉及汲急級级疾戢集蒺蕺輯辑立笠粒泣葺入澀涩什溼濕湿…,7/62
十七洽,入声,第十九部,ah,钾,瓣鍤搭褡沓打疊叠蓋盖哈鉿铪合佮餄饸岬鉀接截卡客垃邋剌瘌辣臘腊…,1/67
十七洽,入声,第十九部,ap,锸呷唼甲眨插掐扱恰押胛峡狎匣鸭,凹鍤耷搭嗒褡沓剳答溚瘩蓋盖鴿鸽蛤合佮頜颌郃盍盒闔阖圾集岬搕嗑…,15/122
十七洽,入声,第十九部,at,札,八捌別别桲擦察鑔镲墶垯噠哒笪達达靼繨𫄤韃鞑遏割葛喝曷核鞨褐戛…,1/98
十七洽,入声,第十九部,au,掏,凹敖𠢕嶅遨嗷廒獒熬聱螯翱鏖鰲鳌媼媪襖袄坳拗奡傲奧奥隩嶴岙澳懊…,1/491
十七洽,入声,第十九部,iak,怯,杓蘗綽绰菔皭爵嚼撂掠略淖臬鎳镍虐瘧疟卻却雀鵲鹊若弱婼蒻箬篛勺…,1/65
十七洽,入声,第十九部,iap,歃压业霎邺臿箑渫插喋袷硖洽劫胁狭郏峡夹,堞牒碟蝶蹀諜谍疊叠浹浃裌夾郟莢荚蛺蛱鋏铗頰颊接捷婕睫粒捻廿捏…,19/129
十七洽,入声,第十九部,uap,乏法,砝珐琺,2/5
